시도명,시군구명,도로명,소재지도로,소재지지번,횡단보도관,횡단보도종,자전거횡단,고원식적용,위도,경도,차로수,횡단보도폭,횡단보도연,보행자신호,보행자작동,음향신호기,녹색신호시,적색신호시,교통섬유무,보도턱낮춤,점자블록유,집중조명시,관리기관명,관리기관전,데이터기준,제공기관코,제공기관명,속도,사고건수
경상남도,남해군,남서대로,,경상남도 남해군 서면 서상리 1234-2,남해-207,1,,N,34.80996307,127.8361013,2,8,12,N,N,N,24,,N,N,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.5,0
경상남도,남해군,남서대로,,경상남도 남해군 서면 서상리 1332,남해-208,1,,N,34.81217515,127.8319543,2,8,12,N,N,N,24,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.5,0
경상남도,남해군,남서대로,,경상남도 남해군 서면 서상리 1560-7,남해-209,1,,N,34.81830488,127.8383477,2,8,12,N,N,N,24,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.5,0
경상남도,남해군,남서대로,경상남도 남해군 서면 남서대로 1527-4,경상남도 남해군 서면 서상리 905-1,남해-210,1,,N,34.80115308,127.8411568,2,8,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,스포츠로,,경상남도 남해군 서면 서상리 639-2,남해-211,1,,N,34.80946884,127.8372936,2,6,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,스포츠로,,경상남도 남해군 서면 서상리 635-4,남해-212,1,,N,34.80944128,127.8369111,2,6,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,스포츠로,,경상남도 남해군 서면 서상리 649-2,남해-213,1,,N,34.8095783,127.8382662,2,6,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,남서대로,,경상남도 남해군 서면 서상리 722-21,남해-214,1,,N,34.80749674,127.8389479,2,8,15,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,스포츠로,,경상남도 남해군 서면 서호리 719-2,남해-215,1,,N,34.81415159,127.854872,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,설천로,경상남도 남해군 설천면 설천로 576,경상남도 남해군 설천면 금음리 1713,남해-216,1,,N,34.91589658,127.9163763,2,10,15,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,설천로,경상남도 남해군 설천면 설천로 654,경상남도 남해군 설천면 금음리 759,남해-217,1,,N,34.92166559,127.915692,2,8,15,N,N,N,20,,N,N,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,설천로,경상남도 남해군 설천면 설천로 675,경상남도 남해군 설천면 금음리 740-1,남해-218,1,,N,34.92347717,127.9150309,2,8,15,N,N,N,24,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.625,0
경상남도,남해군,설천로,경상남도 남해군 설천면 설천로 678 설천중학교 교실,경상남도 남해군 설천면 금음리 795,남해-219,1,,N,34.92388276,127.9150002,2,10,15,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,설천로,경상남도 남해군 설천면 설천로 647 설천농협,경상남도 남해군 설천면 금음리 754-3,남해-220,1,,N,34.92007068,127.9167443,2,8,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,설천로,경상남도 남해군 설천면 설천로 617 슈퍼,경상남도 남해군 설천면 금음리 989-3,남해-221,1,,N,34.91876362,127.9168659,2,8,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,설천로,경상남도 남해군 설천면 설천로 699,경상남도 남해군 설천면 남양리 94-24,남해-222,1,,N,34.92505426,127.914397,2,8,15,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 물건리 564-2,남해-166,1,,N,34.78953336,128.0502429,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 물건리 691-5,남해-167,1,,N,34.78584644,128.0497271,2,8,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 물건리 716-2,남해-168,1,,N,34.78457557,128.0491472,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,삼이로,,경상남도 남해군 삼동면 영지리 1198-6,남해-169,1,,N,34.80972773,127.9816034,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,삼이로,,경상남도 남해군 삼동면 영지리 1343-2,남해-170,1,,N,34.8147674,127.9839307,2,8,12,N,N,N,20,,N,N,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,삼이로,,경상남도 남해군 삼동면 영지리 산 100-3,남해-171,1,,N,34.81754397,127.9836788,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,삼이로,,경상남도 남해군 삼동면 영지리 734-2,남해-172,1,,N,34.81417247,127.9844227,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,삼이로,,경상남도 남해군 삼동면 영지리 산 82-3,남해-173,1,,N,34.82218706,127.9872636,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 지족리 1205,남해-174,1,,N,34.83006647,128.0050392,2,6,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 지족리 280-2,남해-175,1,,N,34.8313107,127.9998899,2,6,20,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 지족리 282-9,남해-176,1,,N,34.83168933,127.9999446,2,6,20,N,N,Y,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1,0
경상남도,남해군,삼이로,,경상남도 남해군 삼동면 지족리 386-2,남해-177,1,,N,34.82987733,127.999048,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 지족리 409-4,남해-178,1,,N,34.82982323,128.0003709,2,6,20,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 지족리 409-4,남해-179,1,,N,34.82982323,128.0003709,2,6,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,삼이로,,경상남도 남해군 삼동면 지족리 535-1,남해-180,1,,N,34.82952575,127.9973425,2,8,12,N,N,N,20,,N,N,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 1000-3,남해-181,1,,N,34.72654637,127.9844703,2,6,6,N,N,N,20,162,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.3,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 1023-1,남해-182,1,,N,34.72609563,127.984656,2,6,6,N,N,Y,25,165,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.24,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 1023-1,남해-183,1,,N,34.72609563,127.984656,2,4,6,N,N,Y,25,165,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.24,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 1145-2,남해-184,1,,N,34.72327418,127.9872988,2,4,6,N,N,Y,20,140,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.3,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 1150-4,남해-185,1,,N,34.72342738,127.9866983,2,4,6,N,N,Y,25,165,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.24,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 1224-2,남해-186,1,,N,34.72317506,127.9877793,2,4,6,N,N,Y,20,140,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.3,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 620-1,남해-189,1,,N,34.72244501,127.9900723,2,4,6,N,N,N,25,165,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.24,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 638-2,남해-190,1,,N,34.72272444,127.9895045,2,6,8,N,N,N,24,156,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.333333333,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 상주리 산 261-27,남해-191,1,,N,34.73887896,127.9840642,2,4,8,N,N,N,25,165,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.32,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 양아리 153-3,남해-192,1,,N,34.74107259,127.9575037,2,4,10,N,N,N,25,165,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.4,0
경상남도,남해군,남해대로,,경상남도 남해군 상주면 양아리 1851-10,남해-193,1,,N,34.74276439,127.9493338,2,6,23,N,N,N,25,165,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.92,0
경상남도,남해군,남서대로,,경상남도 남해군 서면 노구리 1289-2,남해-194,1,,N,34.86010827,127.8198164,2,6,12,N,N,N,24,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.5,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 송정리 1125-4,남해-137,1,,N,34.7236326,128.0241933,2,4,7,N,N,N,25,165,N,N,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.28,0
경상남도,남해군,동부대로,,경상남도 남해군 미조면 송정리 1447,남해-139,1,,N,34.73111295,128.0330188,2,6,15,N,N,N,20,,N,N,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 송정리 1557,남해-140,1,,N,34.7254916,128.0126197,3,7,10,N,N,N,22,138,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.454545455,0
경상남도,남해군,동부대로,,경상남도 남해군 미조면 송정리 265-2,남해-141,1,,N,34.74364856,128.0459877,2,6,15,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 미조면 송정리 450-4,남해-142,1,,N,34.72915707,128.0315875,2,6,15,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 미조면 송정리 87-4,남해-144,1,,N,34.75157996,128.050536,2,8,12,N,N,N,20,,N,N,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 미조면 송정리 183-2,남해-145,1,,N,34.75724961,128.0524184,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 송정리 산 227-17,남해-146,1,,N,34.72414719,128.0204702,2,6,10,N,N,N,20,170,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.5,0
경상남도,남해군,동부대로,,경상남도 남해군 미조면 송정리 산 69-10,남해-147,1,,N,34.74763988,128.0516913,2,6,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 금송리 1413-2,남해-148,1,,N,34.82861473,128.0096527,2,8,12,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 금송리 1416-3,남해-149,1,,N,34.82691518,128.0342941,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 금송리 909-13,남해-150,1,,N,34.82855143,128.0116424,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 금송리 526-15,남해-151,1,,N,34.8297402,128.0200827,2,8,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 금송리 1333-9,남해-152,1,,N,34.82921819,128.0145178,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 금송리 1413-7,남해-153,1,,N,34.82981398,128.0062746,2,6,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 금송리 산 86-9,남해-154,1,,N,34.82949652,128.0215804,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 1029-5,남해-155,1,,N,34.80805569,128.0349308,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 1039-1,남해-156,1,,N,34.80691936,128.0363839,2,8,12,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 1029-5,남해-157,1,,N,34.80828112,128.034756,2,8,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 1126-2,남해-158,1,,N,34.81167005,128.0370419,2,8,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 1568-2,남해-159,1,,N,34.82276797,128.0354182,2,8,12,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 1657-3,남해-160,1,,N,34.82195658,128.0355381,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 818-5,남해-161,1,,N,34.8027603,128.0454533,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 동천리 산 397-11,남해-162,1,,N,34.80603524,128.0384164,2,8,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 물건리 1080,남해-163,1,,N,34.77437344,128.0417007,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 물건리 254-2,남해-164,1,,N,34.79901067,128.0438446,2,8,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,동부대로,,경상남도 남해군 삼동면 물건리 296-4,남해-165,1,,N,34.79610714,128.0457118,2,8,12,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,망운로,경상남도 남해군 남해읍 망운로 80,경상남도 남해군 남해읍 아산리 975-1,남해-109,1,,N,34.83867684,127.8847993,2,8,15,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,화전로95번길,경상남도 남해군 남해읍 화전로95번길 33-1,경상남도 남해군 남해읍 아산리 350-25,남해-110,1,,N,34.83965532,127.8901338,2,8,15,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,화전로95번길,경상남도 남해군 남해읍 망운로30번길 17,경상남도 남해군 남해읍 아산리 352-4,남해-111,1,,N,34.83952066,127.8907682,2,8,15,N,N,N,24,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.625,0
경상남도,남해군,화전로,,경상남도 남해군 남해읍 아산리 355-2,남해-112,1,,N,34.83823093,127.8901029,2,6,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,화전로95번길,경상남도 남해군 남해읍 화전로95번길 19 개인과외,경상남도 남해군 남해읍 아산리 371-4,남해-113,1,,N,34.83947629,127.8915664,2,8,15,N,N,N,28,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.535714286,0
경상남도,남해군,망운로61번길,,경상남도 남해군 남해읍 아산리 447-5,남해-114,1,,N,34.83665072,127.8872185,2,8,15,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,망운로,경상남도 남해군 남해읍 망운로 85,경상남도 남해군 남해읍 아산리 967-2,남해-115,1,,N,34.83990275,127.8846774,2,10,15,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,망운로,경상남도 남해군 남해읍 망운로 63,경상남도 남해군 남해읍 아산리 430,남해-116,1,,N,34.83856119,127.8864724,2,8,15,N,N,N,28,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.535714286,0
경상남도,남해군,남해대로,,경상남도 남해군 남해읍 입현리 1679-1,남해-117,1,,N,34.83140906,127.9038108,3,6,10,N,N,N,28,141,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.357142857,0
경상남도,남해군,남해대로,,경상남도 남해군 남해읍 입현리 898-5,남해-118,1,,N,34.82383524,127.914347,2,6,6,N,N,N,28,133,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.214285714,0
경상남도,남해군,남해대로,,경상남도 남해군 남해읍 차산리 786-10,남해-119,1,,N,34.84737619,127.8948367,4,7,23,N,N,N,22,138,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1.045454545,0
경상남도,남해군,남해대로,,경상남도 남해군 남해읍 차산리 786-10,남해-120,1,,N,34.84737619,127.8948367,4,4,10,N,N,N,22,130,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.454545455,0
경상남도,남해군,남해대로,,경상남도 남해군 남해읍 차산리 786-10,남해-121,1,,N,34.84737619,127.8948367,1,4,12,N,N,N,25,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.48,0
경상남도,남해군,화전로,,경상남도 남해군 남해읍 차산리 786-10,남해-122,1,,N,34.84737619,127.8948367,2,5,18,N,N,N,25,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.72,0
경상남도,남해군,스포츠로,,경상남도 남해군 남해읍 평현리 1036-3,남해-123,1,,N,34.82348126,127.8791465,4,8,30,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1.5,0
경상남도,남해군,스포츠로,,경상남도 남해군 남해읍 평현리 1087-5,남해-124,1,,N,34.8202986,127.8787576,2,6,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,스포츠로,,경상남도 남해군 남해읍 평현리 1106-8,남해-125,1,,N,34.82097364,127.8776635,4,8,35,N,N,Y,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1.75,0
경상남도,남해군,스포츠로,,경상남도 남해군 남해읍 평현리 1221-8,남해-126,1,,N,34.81846868,127.8788805,3,8,35,N,N,Y,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1.75,0
경상남도,남해군,스포츠로,,경상남도 남해군 남해읍 평현리 1321-10,남해-127,1,,N,34.82930013,127.8743715,2,8,20,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1,0
경상남도,남해군,스포츠로,,경상남도 남해군 남해읍 평현리 1611,남해-128,1,,N,34.81018011,127.8842811,2,8,35,N,N,Y,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1.75,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 미조리 105-9,남해-129,1,,N,34.71331328,128.0446603,2,4,6,N,N,Y,20,140,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.3,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 미조리 107-7,남해-130,1,,N,34.71443139,128.0440386,2,5,7,N,N,N,20,140,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.35,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 미조리 197-5,남해-131,1,,N,34.70702294,128.0383907,2,4,6,N,N,N,19,161,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.315789474,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 미조리 263-1,남해-132,1,,N,34.70741847,128.0417314,2,4,8,N,N,Y,20,140,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.4,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 미조리 562,남해-133,1,,N,34.71599206,128.0411354,2,6,8,N,N,N,22,165,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.363636364,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 미조리 611-2,남해-134,1,,N,34.71597351,128.0425874,2,6,8,N,N,N,25,168,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.32,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 미조리 산 87-1,남해-135,1,,N,34.70672467,128.040683,2,4,8,N,N,N,20,140,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.4,0
경상남도,남해군,남해대로,,경상남도 남해군 미조면 송정리 1125-4,남해-136,1,,N,34.7236326,128.0241933,2,4,7,N,N,N,25,165,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.28,0
경상남도,남해군,화전로,,경상남도 남해군 남해읍 북변리 634,남해-93,1,,N,34.83935222,127.8940267,2,6,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,10
경상남도,남해군,망운로,,경상남도 남해군 남해읍 북변리 650,남해-94,1,,N,34.8405621,127.8962448,2,4,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,화전로78번나길,경상남도 남해군 남해읍 화전로78번길 15 김가네즉석김밥,경상남도 남해군 남해읍 북변리 89-2,남해-95,1,,N,34.83835312,127.8958539,2,6,15,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
경상남도,남해군,망운로,,경상남도 남해군 남해읍 북변리 97-1,남해-96,1,,N,34.83787445,127.8948268,2,6,25,N,N,Y,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,1.25,8
경상남도,남해군,망운로,,경상남도 남해군 남해읍 북변리 97-1,남해-97,1,,N,34.83787445,127.8948268,2,6,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,8
경상남도,남해군,화전로,,경상남도 남해군 남해읍 서변리 154-2,남해-98,1,,N,34.83591796,127.894534,2,6,12,N,N,N,20,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,화전로,,경상남도 남해군 남해읍 서변리 182-2,남해-99,1,,N,34.83443952,127.8945359,2,6,12,N,N,N,20,,N,Y,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.6,0
경상남도,남해군,망운로61번길,,경상남도 남해군 남해읍 서변리 263-2,남해-100,1,,N,34.83427036,127.8867625,2,8,15,N,N,N,24,,N,N,N,N,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.625,0
경상남도,남해군,망운로21번가길,경상남도 남해군 남해읍 망운로21번가길 24-2 이루리학원,경상남도 남해군 남해읍 서변리 283,남해-101,1,,N,34.8352026,127.8908722,2,6,15,N,N,N,20,,N,Y,N,Y,경상남도 남해군,055-860-3454,2021-04-01,5430000,경상남도 남해군,0.75,0
